source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason
/books/OL21178788M,Beyond the outsider,,Colin Wilson,1,,1965,Pan Books,Philosophie,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL669573M,Mysteries of the universe,,Colin Wilson,1,9780789421654,1997,DK Pub.,Jeunesse | Sciences,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL3785794M,Poltergeist!,a study in destructive haunting,Colin Wilson,1,9780399127168,1982,Putnam,,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL13545175M,Religion and the rebel.,,Colin Wilson,1,,1957,Houghton Mifflin,Philosophie | Religion,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL2243878M,"The musician as ""outsider""",,Colin Wilson,1,9780946650088,1987,Paupers' Press,Musique,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL6202268M,The outsider.,,Colin Wilson,1,,1956,Houghton Mifflin,Philosophie,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL5775030M,The stature of man.,,Colin Wilson,1,,1959,Houghton Mifflin,Philosophie,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL13029321M,Aaltomania,,Connah Roger,1,9789516826137,2000,Rakennustieto Publishing,Philosophie,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL13029318M,Sa(l)vaged Modernism (Arc book series),,Connah Roger,1,9789516825963,2000,Rakennustieto Publishing,Histoire | Philosophie,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL12804818M,Quantum Learning,Beyond Duality (VIBS 113) (Value Inquiry Book),Conrad P. Pritscher,1,9789042013872,2001,Editions Rodopi B.V.,,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL12862072M,Civilizing Violence,Satyrs on 6th-Century Greek Vases,Cornelia Isler-Kerenyi,1,9783727814976,2004,Presses Universitaires Fribourg,,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
/books/OL24276671M,The Slow Fix,,Coyote,1,9781551522746,2009,Arsenal Pulp Press,Fiction,0,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN."
