language,policy_author,work_title,edition_key,edition_languages,isbn,publisher,publish_date,page_count_state,error
FR,Henri Poincaré,Oeuvres,/books/OL458797M,fre,2876471728,Jacques Gabay,1995,NO_PAGE_COUNT,
FR,Hubert Reeves,"Dernières nouvelles du cosmos. [1], Vers la première seconde",/books/OL8834476M,fre,9782020228312,Seuil,"March 14, 1994",NO_PAGE_COUNT,
FR,Hubert Reeves,La première seconde. Dernières nouvelles du cosmos. Coffret,/books/OL9797563M,fre,9782020260411,Seuil,"October 24, 1995",NO_PAGE_COUNT,
FR,Louis Pasteur,"Correspondance générale de Pasteur, quatre volumes",/books/OL12401304M,fre,9782082100175,Flammarion,"January 8, 1992",NO_PAGE_COUNT,
FR,Michel Serres,Eloge de la philosophie en langue française,/books/OL9474064M,fre,9782080813589,Flammarion,"December 10, 1997",NO_PAGE_COUNT,
FR,Michel Serres,Hermès,/books/OL5719137M,fre,2707300063,Éditions de Minuit,1968,NO_PAGE_COUNT,
FR,Aimé Césaire,"Moi, laminaire",/books/OL21756724M,fre,2020131234,Editions du Seuil,1991,NO_PAGE_COUNT,
FR,Albert Camus,"Fragments d'un combat. 1938-1940. Alger Républicain, le Soir Répulbicain [1/2]",/books/OL13948446M,fre,,Gallimard,1978,NO_PAGE_COUNT,
FR,Albert Camus,"Fragments d'un combat. 1938-1940. Alger Républicain, le Soir Répulbicain [2/2]",/books/OL13948447M,fre,,Gallimard,1978,NO_PAGE_COUNT,
FR,Albert Cohen,Croissance et crises,/books/OL15229089M,fre,2218054035,Hatier,1980,NO_PAGE_COUNT,
FR,Albert Cohen,Le livre de ma mère,/books/OL9656395M,fre,9782070110568,Gallimard,"May 25, 1982",NO_PAGE_COUNT,
FR,Albert Cohen,"O vous, frères humains",/books/OL9430214M,fre,9782070282074,Gallimard,"May 31, 1972",NO_PAGE_COUNT,
FR,André Gide,Découvrons Henri Michaux,/books/OL12392474M,fre,9782070227846,Gallimard,"July 31, 1941",NO_PAGE_COUNT,
FR,André Gide,Prétextes,/books/OL23327891M,fre,,Mercure de France,1919,NO_PAGE_COUNT,
FR,André Gide,Si le grain ne meurt,/books/OL40214633M,fre,,Clarendon Press,1928,NO_PAGE_COUNT,
FR,André Malraux,"La métamorphose des dieux, tome 2",/books/OL8836974M,fre,9782070108244,Gallimard,"October 25, 1974",NO_PAGE_COUNT,
FR,André Malraux,Les Conquérants,/books/OL8886523M,fre,9782246042426,Grasset,"September 1, 1996",NO_PAGE_COUNT,
FR,Antoine de Saint-Exupéry,Les labyrinthes du Petit Prince,/books/OL32699775M,fre,9782215130369,Fleurus,2015,NO_PAGE_COUNT,
FR,Boris Vian,Euvres,/books/OL8865164M,fre,9782213601526,Fayard,1999,NO_PAGE_COUNT,
FR,Colette,Colette,/books/OL8865665M,fre,9782221054024,Robert Laffont,"March 24, 1989",NO_PAGE_COUNT,
FR,Colette,L' entrave,/books/OL21791957M,fre,2253048321,[Libraire Generale Francaise],1989,NO_PAGE_COUNT,
FR,François Mauriac,Blocknotes,/books/OL9442621M,fre,9782020128155,Editions du Seuil,"November 2, 1993",NO_PAGE_COUNT,
FR,François Mauriac,Le désert de l'amour,/books/OL18690004M,fre,2253012343,Livre de poche,1989,NO_PAGE_COUNT,
FR,François Mauriac,Thérèse Desqueyroux,/books/OL22330225M,fre,2253004219,[Librairie Générale Française],1988,NO_PAGE_COUNT,
FR,François Mauriac,Thérése Desqueyroux,/books/OL17532880M,fre,0340080418,Hodder and Stoughton,1964,NO_PAGE_COUNT,
FR,Georges Bernanos,Correspondance,/books/OL4381125M,fre,,Plon,1971,NO_PAGE_COUNT,
FR,Georges Bernanos,Essais et écrits de combat,/books/OL5357468M,fre,2070106535,Gallimard,1971,NO_PAGE_COUNT,
FR,Georges Bernanos,Essais et écrits de combat,/books/OL26564512M,fre,,Gallimard,1971,NO_PAGE_COUNT,
FR,Georges Perec,"Georges Perec, dialogue avec Bernard Noël (2 livres + coffret de 4 CD)",/books/OL8985723M,fre,9782869160705,André Dimanche,"October 2, 1997",NO_PAGE_COUNT,
FR,Georges Perec,La Clôture et Les Autres Poèmes,/books/OL8833405M,fre,9782010196454,Hachette Littérature,"March 1, 1992",NO_PAGE_COUNT,
FR,Hervé Bazin,L' église verte,/books/OL15240438M,fre,2724212614,Éditions du seuil,1981,NO_PAGE_COUNT,
FR,Hervé Bazin,La Mort Du Petit Cheval,/books/OL8887231M,fre,9782253006862,Livre de Poche,"March 1, 1972",NO_PAGE_COUNT,
FR,Hervé Bazin,Leve-Toi Et Marche,/books/OL12466919M,fre,9782253006190,Livre de Poche,1971-01-01,NO_PAGE_COUNT,
FR,Jean Genet,Les nègres,/books/OL8840778M,fre,9782070751464,Gallimard,"January 1, 1998",NO_PAGE_COUNT,
FR,Jean Genet,Lettres à Olga et Marc Barbezat,/books/OL12398179M,fre,9782070751587,Gallimard,"January 1, 1998",NO_PAGE_COUNT,
FR,Jean-Paul Sartre,Lettres au Castor et à quelques autres,/books/OL20895147M,fre,207026078X,Gallimard,1983,NO_PAGE_COUNT,
FR,Joseph Kessel,Le petit âne blanc,/books/OL8840005M,fre,9782070516223,Gallimard,"August 23, 1997",NO_PAGE_COUNT,
FR,Joseph Kessel,Le tour du malheur,/books/OL22446483M,fre,2070404358,Gallimard,1998,NO_PAGE_COUNT,
FR,Julien Gracq,Lettrines,/books/OL5585301M,fre,,J. Corti,1967,NO_PAGE_COUNT,
FR,Louis Aragon,Chroniques,/books/OL78759M,fre,2234050146,Stock,1998,NO_PAGE_COUNT,
FR,Louis-Ferdinand Céline,Histoire du petit Mouck,/books/OL407512M,fre,2268025527,Rocher,1997,NO_PAGE_COUNT,
FR,Marcel Aymé,Contes du chat perché,/books/OL9422278M,fre,9782070414949,Gallimard,"October 25, 2000",NO_PAGE_COUNT,
FR,Marcel Aymé,Enjambées,/books/OL19029982M,fre,2070414310,Gallimard,,NO_PAGE_COUNT,
FR,Marcel Aymé,Le Minotaure - Convention Belzebir - Consommation,/books/OL12392334M,fre,9782070204106,Gallimard,"March 15, 1967",NO_PAGE_COUNT,
FR,Marcel Aymé,Le\Nain,/books/OL12393522M,fre,9782070369126,Editions Flammarion,"February 4, 1977",NO_PAGE_COUNT,
FR,Marcel Proust,À la recherche du temps perdu,/books/OL25458597M,fre,,Gallimard,1919,NO_PAGE_COUNT,
FR,Marguerite Duras,Théâtre,/books/OL6003409M,fre,,Gallimard,1965,NO_PAGE_COUNT,
FR,Marguerite Yourcenar,"Les Mémoires d'Hadrien, 1ère partie",/books/OL12642122M,fre,9782878090413,Livraphone,"December 1, 1999",NO_PAGE_COUNT,
FR,Marguerite Yourcenar,Mishima,/books/OL15221910M,fre,2070238873,Gallimard,1980,NO_PAGE_COUNT,
FR,Michel Tournier,Barbedor,/books/OL12395593M,fre,9782070521104,Editions Flammarion,"December 31, 1998",NO_PAGE_COUNT,
FR,Michel Tournier,Les Rois Mages,/books/OL9733592M,fre,9782070332809,Livre de Poche,1985-01-01,NO_PAGE_COUNT,
FR,Nathalie Sarraute,Classiques,/books/OL8839333M,fre,9782070411092,Livre de Poche,"November 18, 1999",NO_PAGE_COUNT,
FR,Patrick Modiano,La Place de l'Étoile,/books/OL17210223M,fre,2070366987,Gallimard,1975,NO_PAGE_COUNT,
FR,Patrick Modiano,Quartier perdu,/books/OL22362168M,fre,2070379426,Gallimard,1984,NO_PAGE_COUNT,
FR,Paul Claudel,Cahiers Paul Claudel,/books/OL32978082M,fre,,Gallimard,1959,NO_PAGE_COUNT,
FR,Paul Claudel,Paul Claudel Interroge le Cantique des Cantiques,/books/OL12392409M,fre,9782070215256,Gallimard,"April 1, 1954",NO_PAGE_COUNT,
FR,Paul Claudel,Théâtre (première série) ..,/books/OL176552M,fre,,Mercure de France,1910,NO_PAGE_COUNT,
FR,Paul Valéry,Album de vers anciens,/books/OL24786134M,fre,,A. Monnier,1920,NO_PAGE_COUNT,
FR,Paul Valéry,Cahiers,/books/OL8840807M,fre,9782070754090,Gallimard,"April 23, 1999",NO_PAGE_COUNT,
FR,Paul Valéry,"Cahiers, 1894-1914",/books/OL2130051M,fre,2070711013,Gallimard,1987,NO_PAGE_COUNT,
FR,Paul Valéry,La soirée avec M. Teste,/books/OL23364193M,fre,,Nouvelle Revue Française,1919,NO_PAGE_COUNT,
FR,René Char,Fenêtres dormantes et porte sur le toit,/books/OL12392878M,fre,9782070287482,Gallimard,"September 19, 1979",NO_PAGE_COUNT,
FR,Roger Martin du Gard,Correspondance générale,/books/OL4138076M,fre,2070709175,Gallimard,1980,NO_PAGE_COUNT,
FR,Roger Martin du Gard,Journal,/books/OL1229959M,fre,2070727068,Gallimard,1992,NO_PAGE_COUNT,
FR,Roger Martin du Gard,Le Cahier gris,/books/OL12394206M,fre,9782070405947,Gallimard,"June 15, 2000",NO_PAGE_COUNT,
FR,Roger Martin du Gard,Les Thibault,/books/OL24929541M,fre,,Gallimard,1972,NO_PAGE_COUNT,
FR,Simone de Beauvoir,Le Deuxieme Sexe Tome 1,/books/OL9628685M,fre,9782070205134,Gallimard,"May 24, 1949",NO_PAGE_COUNT,
FR,Henri Bosco,L' enfant et la rivière,/books/OL8840053M,fre,9782070529179,Gallimard jeunesse,"November 1, 1999",NO_PAGE_COUNT,
FR,Henri Bosco,Malicroix,/books/OL12392371M,fre,9782070208593,Gallimard,"October 25, 1948",NO_PAGE_COUNT,
FR,Jean Giraudoux,Suzanne et le Pacifique,/books/OL8888582M,fre,9782253932772,LGF,"April 1, 1997",NO_PAGE_COUNT,
FR,Philippe Djian,Doggy bag,/books/OL18001337M,fre,9782260016762,Julliard,2005,NO_PAGE_COUNT,
FR,Philippe Djian,Doggy bag,/books/OL32350746M,fre,9782264050236,Julliard,2008,NO_PAGE_COUNT,
FR,Vercors,Cent ans d'histoire de France,/books/OL3520111M,fre,2259008224,Plon,1981,NO_PAGE_COUNT,
FR,Claude Ponti,Les épinards,/books/OL12452809M,fre,9782211014588,L'Ecole des loisirs,"January 12, 1994",NO_PAGE_COUNT,
FR,Claude Ponti,Les masques,/books/OL8864764M,fre,9782211031776,L'Ecole des loisirs,"March 2, 1995",NO_PAGE_COUNT,
FR,Claude Ponti,Ma vallée,/books/OL91116M,fre,2211051324,L'Ecole des loisirs,1998,NO_PAGE_COUNT,
FR,Daniel Pennac,"Qu'est-ce que tu attends, Marie?",/books/OL32136268M,fre,9782702128084,Calmann-Lévy,,NO_PAGE_COUNT,
FR,Erik L'Homme,A comme Association (1),/books/OL43469968M,fre,9782075103978,GALLIMARD JEUNE,2018-06-07,NO_PAGE_COUNT,
FR,Erik L'Homme,A comme Association (6),/books/OL56977050M,fre,9782070642076,Gallimard Jeunesse,2011-10-13,NO_PAGE_COUNT,
FR,Erik L'Homme,car nos coeurs sont hantes,/books/OL45866507M,fre,9782070644407,Gallimard Jeunesse / Rageot,2012-02-23,NO_PAGE_COUNT,
FR,Erik L'Homme,Les maîtres des brisants,/books/OL32362440M,fre,9782070559282,Gallimard Jeunesse,2004,NO_PAGE_COUNT,
FR,Jean-Jacques Sempé,Insondables mystères,/books/OL9457275M,fre,9782070393299,Gallimard,"June 13, 1996",NO_PAGE_COUNT,
FR,Jean-Jacques Sempé,Marcellin Caillou,/books/OL17360595M,fre,2070330249,Denoël,1977,NO_PAGE_COUNT,
FR,Marie-Aude Murail,Victor un trop gros cadeau de noël,/books/OL45909325M,fre,9789085459804,CARAMEL,2011-01-01,NO_PAGE_COUNT,
FR,Susie Morgenstern,J'en ai marre de ma soeur,/books/OL17167562M,fre,2209055865,Messidor/La Farandole,1984,NO_PAGE_COUNT,
FR,Susie Morgenstern,Lettres d'amour de 0 à 10,/books/OL8864774M,fre,9782211036931,L'Ecole des loisirs,"February 20, 1996",NO_PAGE_COUNT,
FR,Susie Morgenstern,Lire et écrire,/books/OL12653418M,fre,9782910998226,Lo Païs,"February 17, 2000",NO_PAGE_COUNT,
FR,Susie Morgenstern,Ma boîte à histories,/books/OL26233114M,fre,9782732436098,De La Martinière Jeunesse,2011,NO_PAGE_COUNT,
FR,Tomi Ungerer,Apprentissage de la lecture à partir de l'album,/books/OL12454896M,fre,9782211713009,L'Ecole des loisirs,"June 23, 1998",NO_PAGE_COUNT,
FR,Évelyne Brisou-Pellen,Comment vivre 7 vies sans avoir mal aux pieds,/books/OL56977857M,fre,9782266173889,Pocket Jeunesse,2008-11-06,NO_PAGE_COUNT,
FR,Évelyne Brisou-Pellen,Danse Isadora,/books/OL57465196M,fre,9782367408903,Scrineo,2020-10-15,NO_PAGE_COUNT,
FR,Évelyne Brisou-Pellen,Du venin dans le miel,/books/OL56977663M,fre,9782350002637,Oskar,2008-03-01,NO_PAGE_COUNT,
FR,Évelyne Brisou-Pellen,L'Héritage d'Anouchka,/books/OL57461455M,fre,9782092495827,Nathan,2022-01-20,NO_PAGE_COUNT,
FR,Évelyne Brisou-Pellen,L'inconnu du donjon,/books/OL8840301M,fre,9782070585090,Gallimard,"May 26, 1997",NO_PAGE_COUNT,
FR,Évelyne Brisou-Pellen,L'incroyable retour,/books/OL56977797M,fre,9782092514467,Nathan,2007-09-06,NO_PAGE_COUNT,
FR,Évelyne Brisou-Pellen,La dernière étoile,/books/OL56977707M,fre,9782747008549,Bayard,2003,NO_PAGE_COUNT,
FR,Grégoire Solotareff,Mon frère le chien,/books/OL12453019M,fre,9782211022064,L'Ecole des loisirs,"September 1, 1991",NO_PAGE_COUNT,
FR,Grégoire Solotareff,Oh ! C'est à qui ?,/books/OL8864835M,fre,9782211059152,Ecole des loisirs,"October 21, 2000",NO_PAGE_COUNT,
FR,Grégoire Solotareff,Titi à Pari,/books/OL43671091M,fre,9782211096119,L'Ecole Des Loisirs,2009-01-01,NO_PAGE_COUNT,
FR,Gudule,Aimer par cÂur,/books/OL12383339M,fre,9782012003873,Hachette Jeunesse,"September 1, 2000",NO_PAGE_COUNT,
FR,Gudule,Destination cauchemar,/books/OL32092915M,fre,9782745917003,Éditions Milan,2005,NO_PAGE_COUNT,
FR,Gudule,L'angelus du corbeau,/books/OL12383415M,fre,9782012006362,Hachette Littérature,"February 14, 2001",NO_PAGE_COUNT,
FR,Mourlevat,Coffret 3 vols jc mourlevat,/books/OL12510435M,fre,9782266117760,Pocket,"September 25, 2001",NO_PAGE_COUNT,
