source_key,title,subtitle,authors,author_count,isbn,publication_year,publisher,genres,duplicate_like_count,decision,reason,dominant_authors,dominant_author_counts
/books/OL24517153M,Gimme a kiss,,Christopher Pike,1,,1988,Pocket Books,,0,,,Christopher Pike,Christopher Pike=63
/books/OL7644044M,Invasion of the No Ones (Spooksville),,Christopher Pike,1,9780671002633,1997,Aladdin,,0,,,Christopher Pike,Christopher Pike=63
/books/OL7662201M,Last Act,,Christopher Pike,1,9780671687816,1989,Simon Pulse,Fiction | Policier et mystère,0,,,Christopher Pike,Christopher Pike=63
/books/OL7586983M,Little People #8 (Spooksville),,Christopher Pike,1,9780613031684,1999,Tandem Library,,0,,,Christopher Pike,Christopher Pike=63
/books/OL18188555M,Magic fire,,Christopher Pike,1,9780340686096,1998,Hodder Children's,Fiction | Policier et mystère,0,,,Christopher Pike,Christopher Pike=63
/books/OL3664397M,Phone fear,,Christopher Pike,1,9780671002718,1998,Pocket Books,,0,,,Christopher Pike,Christopher Pike=63
/books/OL32608716M,Remember Me,,Christopher Pike,1,9780671736859,1989,Pocket Books,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL1124814M,Remember me 2,the return,Christopher Pike,1,9780671872571,1994,Pocket Books,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL31365702M,Remember Me 3,The Last Story,Christopher Pike,1,9780671872670,1995,Archway / Pocket Books,Fiction | Thriller,0,,,Christopher Pike,Christopher Pike=63
/books/OL7664035M,Road to Nowhere,,Christopher Pike,1,9780671745080,1993,Simon Pulse,,0,,,Christopher Pike,Christopher Pike=63
/books/OL1881664M,Sati,,Christopher Pike,1,9780312850951,1990,St. Martin's Press,Fantasy,0,,,Christopher Pike,Christopher Pike=63
/books/OL3665979M,Scavenger hunt,,Christopher Pike,1,9780671676568,1989,Pocket Books,Policier et mystère,0,,,Christopher Pike,Christopher Pike=63
/books/OL32608512M,See You Later,,Christopher Pike,1,9780671743901,1990,Pocket Books,Fiction | Thriller,0,,,Christopher Pike,Christopher Pike=63
/books/OL7887652M,Slumber Party (Point Paperback),,Christopher Pike,1,9780590430142,2004,Scholastic Paperbacks,Policier et mystère,0,,,Christopher Pike,Christopher Pike=63
/books/OL27288983M,Spellbound,,Christopher Pike,1,9780671687939,1989,Simon Pulse,Fiction | Policier et mystère,0,,,Christopher Pike,Christopher Pike=63
/books/OL18196032M,Tachyon web.,,Christopher Pike,1,9780340616437,1994,Hodder & Stoughton,Fiction | Science-fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL32609216M,The Blind Mirror,,Christopher Pike,1,9780312858957,2003,TOR,Fiction | Policier et mystère,0,,,Christopher Pike,Christopher Pike=63
/books/OL1111997M,The cold one,,Christopher Pike,1,9780312851170,1995,TOR,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL7644042M,"The Creature in the Teacher (Spooksville, #13)",,Christopher Pike,1,9780671002619,1996,Aladdin,,0,,,Christopher Pike,Christopher Pike=63
/books/OL17384001M,The dangerous quest,,Christopher Pike,1,9780340686270,1997,Hodder Children's,,0,,,Christopher Pike,Christopher Pike=63
/books/OL31897498M,The dark corner,,Christopher Pike,1,9781481410755,2015,Aladdin,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL32945912M,The Deadly Past,,Christopher Pike,1,9781481410915,2016,Aladdin,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL24942829M,The eternal enemy,,Christopher Pike,1,9780671745097,1993,Pocket Books,,0,,,Christopher Pike,Christopher Pike=63
/books/OL7644043M,The Evil House (Spooksville # 14),,Christopher Pike,1,9780671002626,1997,Aladdin,,0,,,Christopher Pike,Christopher Pike=63
/books/OL32609284M,The Haunted Cave,,Christopher Pike,1,9780340661154,1996,Hoddern Children's Books,Fiction | Policier et mystère,0,,,Christopher Pike,Christopher Pike=63
/books/OL17423992M,The hidden beast,,Christopher Pike,1,9780340661246,1996,Hodder Children's,,0,,,Christopher Pike,Christopher Pike=63
/books/OL23011945M,The hollow skull,,Christopher Pike,1,9780671550592,1998,Pocket Books,,0,,,Christopher Pike,Christopher Pike=63
/books/OL31934986M,The howling ghost,,Christopher Pike,1,9780340661147,1995,Hodder Children's,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL24507546M,The immortal,,Christopher Pike,1,9780671745103,1990,Pocket Books,Fantasy | Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL7667117M,The LAST VAMPIRE (LAST VAMPIRE 1),THE LAST VAMPIRE,Christopher Pike,1,9780671872649,1994,Simon Pulse,Fiction | Jeunes adultes | Policier et mystère,0,,,Christopher Pike,Christopher Pike=63
/books/OL824777M,The last vampire 4,phantom,Christopher Pike,1,9780671550493,1996,Pocket Books,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL22958480M,The last vampire 5,evil thirst,Christopher Pike,1,9780671550509,1996,Pocket Books,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL15103401M,The lost mind.,,Christopher Pike,1,9780671872694,1995,Pocket Books,,0,,,Christopher Pike,Christopher Pike=63
/books/OL24864205M,The Midnight Club,,Christopher Pike,1,9780671872632,1994,Pocket Books,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL32609138M,The Secret Path,,Christopher Pike,1,9780340732618,1998,Hoddern Children's Books,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL8054087M,The Shaktra (Sequel to Alosha),,Christopher Pike,1,9780765349613,2006,Tor Teen,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL31972165M,The star group,,Christopher Pike,1,9780340686072,1998,Hodder Children's,Fiction | Science-fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL30181462M,The Starlight Crystal,,Christopher Pike,1,9780671550288,1996,Pocket Books,Fiction | Science-fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL32609323M,The Thing in the Closet,,Christopher Pike,1,9780340686249,1997,Hoddern Children's Books,,0,,,Christopher Pike,Christopher Pike=63
/books/OL7667120M,The VISITOR,THE VISITOR,Christopher Pike,1,9780671872700,1995,Simon Pulse,Fiction | Science-fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL31937522M,The wishing stone,,Christopher Pike,1,9780340661215,1996,Hodder Children's,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL17863533M,The Witch's Gift,,Christopher Pike,1,9780340686317,1998,Hodder Children's Books,Jeunesse,0,,,Christopher Pike,Christopher Pike=63
/books/OL7650021M,The WITCH'S REVENGE (SPOOKSVILLE 6): THE WITCH'S REVENGE (SPOOKSVILLE),,Christopher Pike,1,9780671550653,1996,Aladdin,Fantasy,0,,,Christopher Pike,Christopher Pike=63
/books/OL11077440M,The Witch's Revenge/The Dark Corner/The Little People/The Wishing Star,Volumes 06-09 (Spooksville (Paperback)),Christopher Pike,1,9780671878290,1997,Pocket Books,,0,,,Christopher Pike,Christopher Pike=63
/books/OL8053506M,The Yanti (An Alosha Novel),,Christopher Pike,1,9780765311009,2006,Tor Teen,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL24503656M,Time terror,,Christopher Pike,1,9780671002640,1997,Pocket Books,,0,,,Christopher Pike,Christopher Pike=63
/books/OL7540571M,Weekend (Point),,Christopher Pike,1,9780590442565,2004,Scholastic Paperbacks,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL7662277M,Whisper of Death,,Christopher Pike,1,9780671690588,1991,Simon Pulse,Thriller,0,,,Christopher Pike,Christopher Pike=63
/books/OL24934563M,Witch,,Christopher Pike,1,9780671690557,1990,Pocket Books,Fiction,0,,,Christopher Pike,Christopher Pike=63
/books/OL7667313M,All the Way to the Gallows,,David Drake,1,9780671877538,1996,Baen,,0,,,David Drake,David Drake=55
/books/OL7667368M,An Oblique Approach,,David Drake,1,9780671878658,1998,Baen,Fiction | Science-fiction,0,,,David Drake,David Drake=55
/books/OL7524535M,Battlestation,Book One,David Drake,1,9780441048786,1992,Ace Books,,0,,,David Drake,David Drake=55
/books/OL2844177M,Birds of prey,,David Drake,1,9780671559120,1984,Baen Books,,0,,,David Drake,David Drake=55
/books/OL18567413M,Counting the cost,Hammer's Slammer's,David Drake,1,9780671653552,1987,Baen Books,,0,,,David Drake,David Drake=55
/books/OL7526952M,"Dagger (Thieves World Novel, No 5)",,David Drake,1,9780441806096,1988,Ace Books,,0,,,David Drake,David Drake=55
/books/OL7667271M,Enemy Of My Enemy,,David Drake | Ben Ohlander,2,9780671876920,1995,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL3665882M,Explorers in hell,,David Drake,1,9780671698133,1989,Baen Books,,0,,,David Drake,David Drake=55
/books/OL801718M,Fireships,,David Drake,1,9780441003297,1996,Ace Books,,0,,,David Drake,David Drake=55
/books/OL7524006M,"Fireships (Igniting the Reaches , No 3)",,David Drake,1,9780441004171,1997,Ace Books,,0,,,David Drake,David Drake=55
/books/OL2742390M,Fortress,,David Drake,1,9780312930011,1987,T. Doherty Associates,,0,,,David Drake,David Drake=55
/books/OL11347361M,Fortress (Tom Kelly),,David Drake,1,9780812536201,1988,Tor Science Fiction,,0,,,David Drake,David Drake=55
/books/OL10557105M,"French Intellectuals and Politics from the Dreyfus Affair to the Occupation (French Politics, Society and Culture)",,David Drake,1,9780333778128,2005,Palgrave Macmillan,Histoire | Politique,0,,,David Drake,David Drake=55
/books/OL16565686M,From the heart of darkness,,David Drake,1,9780812536072,1983,T. Doherty Associates,,0,,,David Drake,David Drake=55
/books/OL3688933M,Goddess of the ice realm,,David Drake,1,9780312873882,2003,Tor Fantasy,,0,,,David Drake,David Drake=55
/books/OL3564212M,Grimmer than hell,,David Drake,1,9780743435901,2003,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL7525543M,Hammer's slammers,,David Drake,1,9780441315956,1984,Ace,Fiction | Science-fiction,0,,,David Drake,David Drake=55
/books/OL1400914M,Igniting the reaches,,David Drake,1,9780441000265,1994,Ace Books,Fiction,0,,,David Drake,David Drake=55
/books/OL22691561M,In the stormy red sky,,David Drake,1,9781416591597,2009,Baen Books,Fiction,0,,,David Drake,David Drake=55
/books/OL7526139M,"Justice (Northworld, 3)",,David Drake,1,9780441586165,1992,Ace Books,,0,,,David Drake,David Drake=55
/books/OL7661256M,Lacey and His Friends,,David Drake,1,9780671655938,1986,Baen,,0,,,David Drake,David Drake=55
/books/OL660387M,Lord of the Isles,,David Drake,1,9780312853969,1997,Tor,,0,,,David Drake,David Drake=55
/books/OL6782221M,"Lt. Leary, commanding",,David Drake,1,9780671578756,2000,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL3306787M,Master of the cauldron,,David Drake,1,9780312874964,2004,Tor,,0,,,David Drake,David Drake=55
/books/OL7661179M,"MEN HUNTING THINGS (Starhunters, Vol 1)",,David Drake,1,9780671653996,1988,Baen,Science-fiction,0,,,David Drake,David Drake=55
/books/OL3947354M,Mistress of the Catacombs,,David Drake,1,9780312873875,2001,Tor,,0,,,David Drake,David Drake=55
/books/OL7527103M,Northworld,,David Drake,1,9780441848300,1990,Ace Books,Science-fiction,0,,,David Drake,David Drake=55
/books/OL7659927M,Northworld Trilogy,,David Drake,1,9780671577872,1999,Baen,Science-fiction,0,,,David Drake,David Drake=55
/books/OL11758211M,Other Times Than Peace,,David Drake,1,9781416555667,2008,Baen,,0,,,David Drake,David Drake=55
/books/OL3558131M,Paying the piper,,David Drake,1,9780743435475,2002,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL9002748M,Queen of Demons (Lord of the Isles 2),,David Drake,1,9781857988239,1999,Gollancz,Fiction,0,,,David Drake,David Drake=55
/books/OL7661235M,Ranks of Bronze,,David Drake,1,9780671655686,1986,Baen Books,Fiction,0,,,David Drake,David Drake=55
/books/OL7662501M,Rolling Hot,Hammers Slammers #4,David Drake,1,9780671698379,1989,Baen Books,Science-fiction,0,,,David Drake,David Drake=55
/books/OL3561198M,Seas of Venus,,David Drake,1,9780743435642,2002,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL6786292M,Servant of the dragon,,David Drake,1,9780312864699,1999,Tor Fantasy,,0,,,David Drake,David Drake=55
/books/OL24382014M,Skyripper,,David Drake,1,9780523485447,1983,Tom Doherty Associates,,0,,,David Drake,David Drake=55
/books/OL8456939M,"Some Golden Harbor (RCN - Lt. Leary, Book 5)",,David Drake,1,9781416520801,2006,Baen,Fiction | Science-fiction,0,,,David Drake,David Drake=55
/books/OL7663138M,Starliner,Starliner,David Drake,1,9780671721213,1992,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL7525651M,Surface Action,,David Drake,1,9780441363759,1990,Ace,Science-fiction,0,,,David Drake,David Drake=55
/books/OL141061M,The butcher's bill,,David Drake,1,9780671577735,1998,Baen,,0,,,David Drake,David Drake=55
/books/OL3676472M,The far side of the stars,,David Drake,1,9780743471589,2003,Baen,Fiction | Science-fiction,0,,,David Drake,David Drake=55
/books/OL3401969M,The fortress of glass,,David Drake,1,9780765312594,2006,Tor,,0,,,David Drake,David Drake=55
/books/OL23000017M,The gods return,,David Drake,1,9780765312617,2008,Tor,,0,,,David Drake,David Drake=55
/books/OL11346757M,The Jungle,,David Drake,1,9780812501988,1992,Tor Books,Science-fiction,0,,,David Drake,David Drake=55
/books/OL17179164M,The mirror of worlds,,David Drake,1,9780765312600,2007,Tor,Fiction,0,,,David Drake,David Drake=55
/books/OL3679075M,The reaches,,David Drake,1,9780743471770,2004,Baen Books,Fiction,0,,,David Drake,David Drake=55
/books/OL21595528M,The sharp end,,J. Ed. Drake | David Drake,2,9780671721923,1993,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL11347250M,The Square Deal,Car Wars #1 (Car Wars),David Drake,1,9780812530308,1993,Tor Books,,0,,,David Drake,David Drake=55
/books/OL7667341M,The Tank Lords (Hammer's Slammer's),,David Drake,1,9780671877941,1997,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL1423058M,The voyage,,David Drake,1,9780312851583,1994,T. Doherty Associates,Fiction | Science-fiction,0,,,David Drake,David Drake=55
/books/OL7951724M,The Way to Glory,,David Drake,1,9780743498821,2005,Baen,Fiction | Science-fiction,0,,,David Drake,David Drake=55
/books/OL8456960M,The Way to Glory (RCN),,David Drake,1,9781416521068,2007,Baen,,0,,,David Drake,David Drake=55
/books/OL7661188M,Things Hunting Men,,David Drake,1,9780671654122,1988,Baen Books,,0,,,David Drake,David Drake=55
/books/OL3550125M,Time safari,,David Drake,1,9780671698126,1989,Baen Books,,0,,,David Drake,David Drake=55
/books/OL7659980M,With the Lightnings,Hardcover Special Edition,David Drake,1,9780671578862,2000,Baen,Fiction,0,,,David Drake,David Drake=55
/books/OL7574053M,A Chance Encounter,,Emily Hendrickson,1,9780451194978,1998,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7572596M,A Country Miss,,Emily Hendrickson,1,9780451157768,1988,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL24965955M,A Perilous Engagement,,Emily Hendrickson,1,9780708946794,2002,Ulverscroft,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573124M,A Scandalous Suggestion,,Emily Hendrickson,1,9780451169921,1991,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573472M,Althea's Grand Tour,,Emily Hendrickson,1,9780451179364,1994,Signet,Romance,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573955M,An Uncommon Bequest,,Emily Hendrickson,1,9780451192080,1998,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL32988725M,Double Deceit,,Emily Hendrickson,1,9780709082170,2007,Robert Hale,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3385748M,Drusilla's Downfall,,Emily Hendrickson,1,9780451209238,2003,New American Library,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573337M,Elizabeth's Rake,,Emily Hendrickson,1,9780451175526,1993,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573941M,Harriet's Beau,,Emily Hendrickson,1,9780451191762,1997,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL35446064M,Hidden Inheritance,,Emily Hendrickson,1,9781846178580,2007,Ulverscroft,Histoire,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573408M,Julia's Spirit,,Emily Hendrickson,1,9780451177353,1993,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7572704M,Lady Sara's Scheme,,Emily Hendrickson,1,9780451160027,1989,Signet,Histoire,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573754M,Lord Barry's Dream House,,Emily Hendrickson,1,9780451186744,1996,Signet,Romance,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3666194M,Lord Huntingdon's Legacy,,Emily Hendrickson,1,9780451204028,2001,Signet Book,Romance,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3284918M,Lord Nick's Folly,,Emily Hendrickson,1,9780451206961,2002,Signet,Romance,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573954M,Lord Ware's Widow,,Emily Hendrickson,1,9780451192073,1997,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573465M,Miss Chesney's Charade,,Emily Hendrickson,1,9780451179234,1994,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7574178M,Miss Haycroft's Suitors,,Emily Hendrickson,1,9780451198341,1999,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7574110M,Miss Timothy Perseveres,,Emily Hendrickson,1,9780451196767,1999,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573004M,Miss Wyndham's Escapade,,Emily Hendrickson,1,9780451167156,1990,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3474620M,My Lady Faire,,Emily Hendrickson,1,9780451214584,2005,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3284266M,Pursuing Priscilla,,Emily Hendrickson,1,9780451208033,2003,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL32136190M,Queen of the May,,Emily Hendrickson,1,9781847822505,2008,Ulverscroft,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3386539M,Tabitha's Tangle,,Emily Hendrickson,1,9780451211644,2004,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL28372592M,The abandoned rake,,Emily Harland | Emily Hendrickson,2,9780709090069,2010,Robert Hale,Romance,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7572912M,The Colonial Upstart,,Emily Hendrickson,1,9780451164735,1990,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573600M,The Contrary Corinthian,,Emily Hendrickson,1,9780451182685,1995,Signet,Romance,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3281934M,The Dangerous Baron Leigh,,Emily Hendrickson,1,9780451199294,2000,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL32345339M,The Dashing Miss Fairchild,,Emily Hendrickson,1,9781444800630,2010,Charnwood,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL24923844M,The Debonair Duke,,Emily Hendrickson,1,9780709082897,2009,Robert Hale,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573316M,The Fashionable Spy,,Emily Hendrickson,1,9780451174864,1992,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7572896M,The Gallant Lord Ives,,Emily Hendrickson,1,9780451164209,1989,Signet,Romance,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3667325M,The Ivory Dragon,,Emily Hendrickson,1,9780451205353,2002,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3471987M,The Madcap Heiress,,Emily Hendrickson,1,9780451212894,2004,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573441M,The Rake and the Redhead,,Emily Hendrickson,1,9780451178558,1994,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7574690M,The Rake and the Redhead / Lord Dancy's Delight,,Emily Hendrickson,1,9780451215871,2005,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL3668502M,The Rake's Revenge,,Emily Hendrickson,1,9780451202598,2001,Signet,Romance,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL7573471M,The Scoundrel's Bride,,Emily Hendrickson,1,9780451179357,1994,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL141062M,The Unexpected Wife,,Emily Hendrickson,1,9780451194985,1998,Signet,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL39797838M,The Wicked Proposal,,Emily Hendrickson,1,9780709082606,2008,Robert Hale,,0,,,Emily Hendrickson,Emily Hendrickson=41
/books/OL1088628M,Ada Byron Lovelace,the lady and the computer,Mary Dodson Wade,1,9780875185989,1994,Dillon Press,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL3674708M,All around Texas,regions and resources,Mary Dodson Wade,1,9781403406866,2004,Heinemann Library,Jeunesse | Voyage,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL16901024M,Amazing arctic explorer Matthew Henson,,Mary Dodson Wade,1,9780766032866,2009,Enslow Publishers,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL16909780M,Amazing champion of the earth Rachel Carson,,Mary Dodson Wade,1,9780766032835,2009,Enslow Publishers,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL16909781M,Amazing Cherokee hero Sequoyah,,Mary Dodson Wade,1,9780766032859,2009,Enslow,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL16909775M,Amazing civil war nurse Clara Barton,,Mary Dodson Wade,1,9780766032811,2009,Enslow Publishers,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL16925474M,Amazing Olympic athlete Wilma Rudolph,,Mary Dodson Wade,1,9780766032828,2009,Enslow Publishers,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL1556978M,Amelia Earhart,flying for adventure,Mary Dodson Wade,1,9781562940591,1992,Millbrook Press,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL1150134M,Austin,the son becomes father,Mary Dodson Wade,1,9781882539086,1993,Colophon House,Biographie | Histoire | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL1079258M,Benedict Arnold,,Mary Dodson Wade,1,9780531201565,1994,F. Watts,Biographie | Histoire | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL8056562M,C.S. Lewis,The Chronicler of Narnia (Authors Teens Love),Mary Dodson Wade,1,9780766024465,2005,Enslow Publishers,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL8683603M,Cabeza De Vaca,Conquistador Who Cared,Mary Dodson Wade,1,9781882539147,1994,Colophon House,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL3556915M,Christopher Columbus,,Mary Dodson Wade,1,9780516228518,2003,Children's Press,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL8015972M,Condoleezza Rice (Gateway Biographies),,Mary Dodson Wade,1,9780761395508,2005,Millbrook Press,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL1150131M,David Crockett,sure he was right,Mary Dodson Wade,1,9780890158548,1992,Eakin Press,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL1146134M,Easter fires,,Mary Dodson Wade,1,9780890154694,1984,Eakin Press,Fiction | Histoire,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL7671565M,El Dia De Los Muertos,The Day of the Dead (Rookie Read-About Holidays),Mary Dodson Wade,1,9780516273549,2002,Children's Press (CT),,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL7658432M,El Dia De Los Muertos/the Day of the Dead,,Mary Dodson Wade,1,9780516224930,2002,Children's Press (CT),Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL141170M,George W. Bush,governor of Texas,Mary Dodson Wade,1,9780874431735,1999,W.S. Benson & Co.,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL1277016M,Guadalupe Quintanilla,leader of the Hispanic community,Mary Dodson Wade,1,9780894906374,1995,Enslow Publishers,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL10603301M,Indonesia,A Question And Answer Book (Fact Finders),Mary Dodson Wade,1,9780736864091,2006,Fact Finders,Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL10603302M,Ireland,Question And Answer Book (Fact Finders),Mary Dodson Wade,1,9780736864107,2006,Fact Finders,Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL23165605M,Jane Long,choosing Texas,Mary Dodson Wade,1,9781933979380,2009,Bright Sky Press,Biographie | Jeunesse,0,,,Mary Dodson Wade,Mary Dodson Wade=39
/books/OL3681723M,Joan Lowery Nixon,mystery writer,Mary Dodson Wade,1,9780766021945,2004,Enslow,Biographie | Jeunes adultes | Jeunesse | Policier et mystère,0,,,Mary Dodson Wade,Mary Dodson Wade=39
