source_key,work_key,cover_id,cover_file,title,subtitle,language,isbn,publication_year,publisher,page_count,summary,cover_image_url,cover_width,cover_height,cover_bytes
/books/OL6547707M,/works/OL1444530W,6295342,ol-cover-6295342.jpg,Les mystiques du néo-romantisme,évolution contemporaine de l'appétit mystique.,FR,,1911,Plon-Nourrit et cie,,,,310,500,19210
/books/OL2034227M,/works/OL1444752W,2046028,ol-cover-2046028.jpg,"Power, modernity, and sociology",selected sociological writings,FR,9781852780302,1988,E. Elgar,,,,298,475,22680
/books/OL4336608M,/works/OL1447501W,4391089,ol-cover-4391089.jpg,Dialectique et sociologie,,FR,9782080810229,1977,Flammarion,,,,128,214,2816
/books/OL5498017M,/works/OL1447502W,13173623,ol-cover-13173623.jpg,L' idée du droit social,notion et système du droit social. Histoire doctrinale depuis le 17. siècle jusqu'à la fin du 19. siècle.,FR,9783511007010,1972,Scientia-Verlag,,,,176,282,6047
/books/OL1662178M,/works/OL1450271W,3988840,ol-cover-3988840.jpg,"Oeuvres politiques, 1789-1793",,FR,9782930040004,1989,Pôle nord,,"Première édition des Œuvres de Marat pendant la Révolution française : journaux, pamphlets, correspondances et discours 10 volumes Chaque volume 600 p. de texte et 300 p. de guide de lecture comportant de nombreux documents d'archives",,128,193,3106
/books/OL12398025M,/works/OL145349W,3079073,ol-cover-3079073.jpg,La Révolution des pouvoirs,,FR,9782070742974,1995,Gallimard,,,/covers/catalogue/ol-cover-3079073.jpg,292,475,15071
/books/OL15228580M,/works/OL1465087W,13605420,ol-cover-13605420.jpg,"Histoire des sciences et des savants depuis deux siècles, d'après l'opinion des principales académies ou sociétés scientifiques",,FR,9782213019697,1987,Fayard,,,,295,475,26446
/books/OL6970884M,/works/OL1465102W,5874217,ol-cover-5874217.jpg,Histoire des sciences et des savants depuis deux siècles,précédée et suivie d'autres études sur des sujets scientifiques en particulier sur l'hérédité et la sélection dans l'espèce humaine,FR,,1885,H. Georg,,,,298,500,15786
/books/OL21798403M,/works/OL14856842W,9154540,ol-cover-9154540.jpg,La nuit,,FR,9782707304070,1958,Éditions de Minuit,,"Night is Elie Wiesel's masterpiece, a candid, horrific, and deeply poignant autobiographical account of his survival as a teenager in the Nazi death camps. This new translation by Marion Wiesel, Elie's wife and frequent translator, presents this seminal memoir in the language and spirit truest to the author's original intent. And in a substantive new preface, Elie reflects on the enduring importance of Night and his lifelong, passionate dedication to ensuring that the world never forgets man's capacity for inhumanity to man. Night offers much more than a litany of the daily terrors, everyday perversions, and rampant sadism at Auschwitz and Buchenwald; it also eloquently addresses many of the philosophical as well as personal questions implicit in any serious consideration of what the Holocaust was, what it meant, and what its legacy is and will be. - Publisher. Night is Elie Wiesel's account of his childhood experiences in a Hungarian ghetto and the Nazi death camps of Auschwitz and Buchenwald. Also contained in: [Night with Related Readings](https://openlibrary.org/works/OL268513W/Night_with_Related_Readings) [La Nuit / L'Aube / Le Jour](https://openlibrary.org/works/OL14856828W/La_Nuit_L'Aube_Le_Jour)",,298,500,36208
/books/OL28736491M,/works/OL14871228W,12625278,ol-cover-12625278.jpg,Aventures du Capitaine Bobette,,FR,9780439005432,2000,"Scholastic Canada, Limited",,"When George and Harold hypnotize their principal into thinking that he is the superhero Captain Underpants, he leads them to the lair of the nefarious Dr. Diaper, where they must defeat his evil robot henchmen.",,343,500,68017
/books/OL32399785M,/works/OL14871259W,15161566,ol-cover-15161566.jpg,Capitaine Bobette et les misérables mauviettes du p'tit coin mauve,le huitième roman épique,FR,9780439948463,2007,Editions Scholastic,,Hardcover,,331,500,89602
/books/OL19768355M,/works/OL14872790W,566031,ol-cover-566031.jpg,Les batailles nocturnes,sorcellerie et rituels agraires en Frioul XVI-XVIIe siècle,FR,9782864320050,1979,Verdier,,"Based on research in the Inquisitorial archives, the book recounts the story of a peasant fertility cult centered on the benandanti. These men and women regarded themselves as professional anti-witches, who (in dream-like states) apparently fought ritual battles against witches and wizards, to protect their villages and harvests. If they won, the harvest would be good, if they lost, there would be famine. The inquisitors tried to fit them into their pre-existing images of the witches' sabbat. The result of this cultural clash which lasted over a century, was the slow metamorphosis of the benandanti into their enemies - the witches. The author shows clearly how this transformation of the popular notion of witchcraft was manipulated by the Inquisitors, and disseminated all over Europe and even to the New World. The peasants' fragmented and confused testimony reaches us with immediacy, enabling the reader to identify a level of popular belief which constitutes a valuable witness for the reconstruction of the peasant way of thinking of this age.",,307,475,41613
/books/OL24683359M,/works/OL14877866W,5790675,ol-cover-5790675.jpg,L'Ame de L'Homme sous le Socialisme / Oscar Wilde,Jugement Suspendu sur Oscar Wilde / John Cowper Powys,FR,,1986,La Thalamege,,"""**The Soul of Man Under Socialism**"" is an 1891 essay by Oscar Wilde in which he expounds a libertarian socialist worldview and a critique of chary. The writing of ""The Soul of Man"" followed Wilde's conversion to anarchist philosophy, following his reading of the works of Peter Kropotkin. In ""The Soul of Man"" Wilde argues that, under capitalism, ""the majority of people spoil their lives by an unhealthy and exaggerated altruism—are forced, indeed, so to spoil them"": instead of realising their true talents, they waste their time solving the social problems caused by capitalism, without taking their common cause away. Thus, caring people ""seriously and very sentimentally set themselves to the task of remedying the evils that they see in poverty but their remedies do not cure the disease: they merely prolong it"" because, as Wilde puts it, ""the proper aim is to try and reconstruct society on such a basis that poverty will be impossible."" (Source: [Wikipedia](https://en.wikipedia.org/wiki/The_Soul_of_Man_Under_Socialism))",,300,500,34598
/books/OL58889204M,/works/OL14908941W,12646459,ol-cover-12646459.jpg,Hunger Games,III. La révolte,FR,9782298079739,2014,Editions de Noyelles,,The last book in the Hunger Games Series. This book is filled with excitement and action regarding the ongoing war with the capital.,,330,500,38935
/books/OL23290880M,/works/OL1491104W,6031702,ol-cover-6031702.jpg,Contes sur l'economie politique.,,FR,,1834,L. Hauman,,,,304,500,15947
/books/OL17352096M,/works/OL1491108W,673350,ol-cover-673350.jpg,De la société américaine,,FR,,1838,Société belge de librairie,,,,318,475,31502
/books/OL32812223M,/works/OL149119W,14652203,ol-cover-14652203.jpg,Duma Key,,FR,9782226190949,2009,Albin Michel,,"Duma Key is a novel by American writer Stephen King published on January 22, 2008 by Scribner. The book reached No. 1 on the New York Times Best Seller List. It is King's first novel to be set in Florida and/or Minnesota.",,318,500,67969
/books/OL241147M,/works/OL1498872W,5810032,ol-cover-5810032.jpg,Qu'est-ce que la science sociale?,,FR,,1853,L'auteur,,,,287,500,22434
/books/OL38224673M,/works/OL15000299W,12772202,ol-cover-12772202.jpg,L'homme qui vient,philosophie de l'autorité,FR,,1906,Nouvelle Librairie Nationale,,,,291,500,29319
/books/OL7780647M,/works/OL15015143W,4664293,ol-cover-4664293.jpg,From Tribe to Empire (History of Civilization),,FR,9780710308504,2003,Kegan Paul,,,,128,195,6673
/books/OL23965713M,/works/OL15039889W,13183918,ol-cover-13183918.jpg,Séminaire,La bête et le souverain,FR,9782718607757,2008,Galilée,,,,281,500,14376
/books/OL24079422M,/works/OL15117254W,13299231,ol-cover-13299231.jpg,Histoire de la notabilité en pays d'Apt aux XVIe et XVIIe siècles,les mécanismes d'ascension sociale,FR,9782296098930,2009,Harmattan,,"Cet ouvrage a l'ambition d'aborder l'histoire de la notabilité en pays d'Apt (Vaucluse) au XVIe et XVIIe siècles, d'en exposer les mécanismes d'acquisition, d'en démonter les rouages, d'en expliquer le fonctionnement. S'interroger sur l'essence de la notabilité amène de nombreuses questions : Devient-on notable ou naît-on notable ? Quand la notabilité devient-elle acquise ?",,333,500,29019
/books/OL25400903M,/works/OL152169W,6005610,ol-cover-6005610.jpg,La clef de la case l'Oncle Tom,"contenant les faits et les documents originaux sur lerequels le roman est fondé, avec les pièces justificatives",FR,,1853,Aux Bureaux du Magasin Pittoresque,,,,311,500,18636
/books/OL23309664M,/works/OL15234151W,5752651,ol-cover-5752651.jpg,science sociale d'après Le Play et de Tourville.,,FR,,1913,Bureaux de la Science Sociale,,,,307,500,18449
/books/OL1521826M,/works/OL15234703W,2141552,ol-cover-2141552.jpg,Grands écrits politiques,,FR,9782110812643,1993,Imprimerie nationale,,,,342,475,15555
/books/OL12526518M,/works/OL15249878W,5200249,ol-cover-5200249.jpg,Discours sur l'économie politique,,FR,9782711615414,2002,Vrin,,,/covers/catalogue/ol-cover-5200249.jpg,128,210,4729
/books/OL12385692M,/works/OL15249902W,3069219,ol-cover-3069219.jpg,Du contrat social. Précédé de La Démocratie selon Rousseau (par Jean-Pierre Siméon),,FR,9782020046817,1977,Seuil,,,/covers/catalogue/ol-cover-3069219.jpg,287,475,31820
/books/OL6921129M,/works/OL15254981W,5860651,ol-cover-5860651.jpg,L'e ́volution des croyances et des doctrines politiques,,FR,,1895,"Mayolez & Audiarte; [etc., etc.]",,,,312,500,16698
/books/OL23960727M,/works/OL15298173W,13830818,ol-cover-13830818.jpg,Les religions au risque des sciences humaines,,FR,9782845734197,2006,Parole et silence,,,,298,475,41681
/books/OL23715137M,/works/OL15302375W,7542722,ol-cover-7542722.jpg,Vivre avec,la pensée de la mort et la mémoire des guerres,FR,9782705667221,2008,Hermann Éditeurs,,""" War lays bare death and our relation to it. And in the wars--or more precisely the memories of war--of the twentieth century, images of the deaths of countless faceless or nameless others eclipse the singularity of each victim's death as well as the end of the world as such that each death signifies. Marc Crepon's The Thought of Death and the Memory of War is a call to resist such images in which death is no longer actual death since it happens to anonymous others, and to seek instead a world in which mourning the other whose mortality we always already share points us toward a cosmopolitics. Crepon pursues this path toward a cosmopolitics of mourning through readings of works by Freud, Heidegger, Sartre, Patocka, Levinas, Derrida, and Ricœur, and others. The movement among these writers, Crepon shows, marks a way through--and against--twentieth-century interpretation to argue that no war, genocide, or neglect of people is possible without suspending how one relates to the death of another human being. A history of a critical strain in contemporary thought, this book is, as Rodolphe Gasche says in the Preface, ""a profound meditation on what constitutes evil and a rigorous and illuminating reflection on death, community, and world."" The translation of this work received financial support from the French Ministry of Foreign Affairs. ""--",,250,400,17183
/books/OL6763157M,/works/OL15314568W,8236222,ol-cover-8236222.jpg,Somme théologique.,"La pensée humaine, 1a, questions 84-89",FR,,1930,Société Saint Jean l'Évangéliste,,"Thomas's magnum opus, comprising a systematic integration of Aristotelian philosophy with Christianity. Covers topics such as the nature and existence of God, human nature, law and morality and the relationship of God, world and humans.",,340,500,35868
/books/OL39812281M,/works/OL15318W,964119,ol-cover-964119.jpg,Temps zéro,récits,FR,9782020127622,1991,Éd. du Seuil,,"In this book, each second is an age, every cell a universe. Through a series of stories, the author illustrates the paradoxes of space and time. Estranged lovers forever travelling parallel highways, the hunter and lion trapped at each others throats and victims linked in mutual pursuit.",,286,475,29449
/books/OL22223751M,/works/OL15322W,115978,ol-cover-115978.jpg,Le baron perché,roman,FR,9782020055093,1990,Editions du Seuil,,"Il romanzo racconta le vicende di Cosimo di Rondò, vissuto nella seconda metà del XVIII secolo in piccolo paese della Liguria. Cosimo, per sfuggire ad un punizione, decide di salire su un albero e non scenderne mai più: si costruisce un mondo aereo dove diversi personaggi della cultura e della politica (Napoleone compreso) lo vanno a trovare, testimoniandogli la loro ammirazione. Vive anche una tormentata storia d'amore con la volubile Viola. Cosimo muore vecchio, senza mai discendere in terra: ammalato, in punto di morte, si aggrappa alla fune di una mongolfiera e scompare mentre attraversa, così appeso, il mare.",,301,475,23346
/books/OL23733178M,/works/OL15323752W,13232007,ol-cover-13232007.jpg,Oeuvres complètes,,FR,9782213619545,2005,Fayard,,,,325,500,15351
/books/OL29705912M,/works/OL15329510W,924880,ol-cover-924880.jpg,Le bien commun,entretiens avec David Barsamian,FR,9782897191009,2013,Les Éditions Écosociété,,Someone who knows and gives a damn. Do read this please.,,307,500,33204
/books/OL19178317M,/works/OL15335589W,11797495,ol-cover-11797495.jpg,"L' état-maquereau, l'état-maffia",pamphlet,FR,9782760988231,1984,Éditions Leméac,,,,322,500,42317
/books/OL597812M,/works/OL15341321W,2132270,ol-cover-2132270.jpg,Les alchimistes au Moyen Age,,FR,9782012351745,1995,Hachette,,,,309,475,27721
/books/OL24339090M,/works/OL15352698W,6463307,ol-cover-6463307.jpg,Le Volcan latino-américain,"Gauches, mouvements sociaux et néolibéralisme en Amérique latine",FR,9782845973015,2009,Textuel Editions,,,,228,283,8889
/books/OL24351681M,/works/OL15365451W,6491891,ol-cover-6491891.jpg,Du contract social,ou Principes du droit politique,FR,,1762,M.M. Rey,,,,281,500,24546
/books/OL4766475M,/works/OL15366912W,7222976,ol-cover-7222976.jpg,La description de l'isle d'Utopie.,,FR,9780854092055,1970,S.R. Publishers,,"First published in 1516, Thomas More's Utopia is one of the most important works of European humanism. Through the voice of the mysterious traveler Raphael Hythloday, More describes a pagan, communist city-state governed by reason. Addressing such issues as religious pluralism, women's rights, state-sponsored education, colonialism, and justified warfare, Utopia seems remarkably contemporary nearly five centuries after it was written, and it remains a foundational text in philosophy and political theory.",,312,500,35328
/books/OL24355785M,/works/OL15369354W,6581055,ol-cover-6581055.jpg,"La logique, ou, Les premiers développement de l'art de penser",,FR,,1795,F. Dufart,,,,285,500,22078
/books/OL24356385M,/works/OL15369947W,6582184,ol-cover-6582184.jpg,Principes du droit politique,,FR,,1762,Chez Marc Michael Rey,,,,290,500,24210
/books/OL24356388M,/works/OL15369949W,6582186,ol-cover-6582186.jpg,Contrat social,"ou, Principes du droit politique, précédé de discours, Lettre a d'Alembert sur les spectacles, et suivi de Considérations sur le gouvernement de Pologne et la réforme projetée en Avril 1772; Lettre a M. de Beaumont, archeveque de Paris, etc., etc",FR,,1867,Garnier frères,,,,297,500,15962
/books/OL247119M,/works/OL1541150W,5810242,ol-cover-5810242.jpg,Philosophie des sciences sociales,,FR,,1913,"M. Giard & E. Brière, 1913-1920.",,,,299,500,39448
/books/OL24386057M,/works/OL15417037W,6636832,ol-cover-6636832.jpg,"Essai théorique de droit naturel, basé sur les faits",,FR,,1883,Vve H. Castermann,,,,311,500,19005
/books/OL24400529M,/works/OL15432155W,6658283,ol-cover-6658283.jpg,Étude d'économie rurale & sociale,,FR,,1905,A. Rousseau,,,,299,500,24469
/books/OL23324482M,/works/OL1545245W,5749036,ol-cover-5749036.jpg,Pages de critique et de doctrine.,,FR,,1912,Plon-Nourrit,,,,276,500,22703
/books/OL23419147M,/works/OL1545280W,6140301,ol-cover-6140301.jpg,Nouvelles pages de critique et de doctrine.,,FR,,1922,Plon-Nourrit,,,,294,500,21686
/books/OL8942841M,/works/OL1546570W,988335,ol-cover-988335.jpg,La Fabrique de l'homme occidental,,FR,9782842050962,2000,Mille et Une Nuits,,,,336,475,51561
/books/OL249098M,/works/OL1547150W,6491126,ol-cover-6491126.jpg,Du système social et des lois qui le régissent,,FR,,1848,Guillaumin et Cie ...,,,,308,500,19862
/books/OL6918703M,/works/OL1547349W,6740582,ol-cover-6740582.jpg,Les problèmes du xxe siècle,,FR,,1901,Guillaumin et cie,,,,327,500,15897
/books/OL24444131M,/works/OL15479332W,14158747,ol-cover-14158747.jpg,La cartographie des données économiques et sociales,"sur Macintosh et PowerMacintosh, avec Philcarto et Philexplo",FR,9782738477446,1999,L'Harmattan,,,,330,500,38311
/books/OL24451438M,/works/OL15487469W,13085654,ol-cover-13085654.jpg,Le sens des choses,,FR,9782221111604,2009,Laffont,,,,314,500,33065
/books/OL46539200M,/works/OL15488534W,12799145,ol-cover-12799145.jpg,La nouvelle école des élites,,FR,9782748902402,2015,Agone https://www.cairn.info/la-nouvelle-ecole-des-elites--9782748902402.htm,,"As one of the most prestigious high schools in the nation, St. Paul's School in Concord, New Hampshire, has long been the exclusive domain of America's wealthiest sons. But times have changed. Today, a new elite of boys and girls is being molded at St. Paul's, one that reflects the hope of openness but also the persistence of inequality. In Privilege, Shamus Khan returns to his alma mater to provide an inside look at an institution that has been the private realm of the elite for the past 150 years. He shows that St. Paul's students continue to learn what they always have--how to embody privilege. Yet, while students once leveraged the trappings of upper-class entitlement, family connections, and high culture, current St. Paul's students learn to succeed in a more diverse environment. To be the future leaders of a more democratic world, they must be at ease with everything from highbrow art to everyday life--from Beowulf to Jaws--and view hierarchies as ladders to scale. Through deft portrayals of the relationships among students, faculty, and staff, Khan shows how members of the new elite face the opening of society while still preserving the advantages that allow them to rule. --Publisher's description.",,309,500,11158
/books/OL26458226M,/works/OL15540668W,11320203,ol-cover-11320203.jpg,L’Empereur de toutes les maladies,Une biographie du cancer,FR,9782081323421,2013,Flammarion,,"The Emperor of All Maladies: A Biography of Cancer is a book written by Siddhartha Mukherjee, an Indian-born American physician and oncologist. Published on 16 November 2010 by Scribner, it won the 2011 Pulitzer Prize for General Non-Fiction.",,321,500,38298
/books/OL24506088M,/works/OL15551577W,7200562,ol-cover-7200562.jpg,Le gouvernement direct chez J.-J. Rousseau et après lui,,FR,,1908,Impr. M. Bousrez,,,,294,500,31512
/books/OL24532455M,/works/OL15580035W,10399802,ol-cover-10399802.jpg,Modélisation statistique appliquée aux sciences sociales,,FR,9782804157142,2008,De Boeck,,,,332,500,32493
/books/OL24553660M,/works/OL15603022W,7203868,ol-cover-7203868.jpg,Livres qui s'imposent,"vie chrétienne, vie sociale, vie civique",FR,,1913,Beauchesne,,,,292,500,38776
/books/OL29037671M,/works/OL15608241W,6790243,ol-cover-6790243.jpg,Cathy's book,"si vous trouvez ce carnet, merci d'écrire à cathyvickersbook@gmail.com",FR,9782747048958,2013,Bayard jeunesse,,"This is a journal belonging to high school un-enthusiast, Cathy. A smart-alek, sarcastic, independent, ""wanna-be"" artist whose boyfriend up and leaves her one day. Insulted, angry, and confused, Cathy details her tale of finding out why through her journal. The journal is written so Cathy's best friend, Emma, can find Cathy through using Cathy's story, her clues and ""evidence"" left in the journal (pictures, receipts, items she found) and Cathy's comments and doodles in the margins and pages of the journal. This book is written to be set with alternative reality game elements and written in a informal manner using text lingo, im chats, and handwritten notes from Cathy.",,307,500,33691
/books/OL24771580M,/works/OL15659746W,6825443,ol-cover-6825443.jpg,"Mémoires philosophiques, historiques, physiques","concernant la découverte de l'Amérique, ses anciens habitans, leurs moeurs, leurs usages, leur connexion avec les nouveaux habitans, leur religion ancienne & moderne, les produits des trois règnes de la nature, & en particulier les mines, leur exploitation, leur immense produit ignoré jusqu'ici",FR,9780665417283,1787,"Chez Buisson, libraire ...",,,,316,500,33646
/books/OL40290309M,/works/OL15676175W,6686211,ol-cover-6686211.jpg,L'Étrange cas de l'homme mécanique,Burton & Swinburne,FR,9782352948230,2015,BRAGELONNE,,,,267,400,32712
/books/OL24164339M,/works/OL15678068W,9829028,ol-cover-9829028.jpg,Historiu G-D.,The Thalia and Melpomene.,FR,,1889,C. Lockwood,,"One of the earliest histories of the western world still extant, this gives a contemporary account of the Greco-Persian wars of the fifth century BCE with the rise of the Achaemenid Empire under Cyrus the Great.",,329,500,18230
/books/OL2276518M,/works/OL15682223W,4058788,ol-cover-4058788.jpg,L' espace public,archéologie de la publicité comme dimension constitutive de la société bourgeoise,FR,9782228880138,1988,Payot,,"**The Structural Transformation of the Public Sphere: An Inquiry into a Category of Bourgeois Society* (German: *Strukturwandel der Öffentlichkeit. Untersuchungen zu einer Kategorie der bürgerlichen Gesellschaft*) is a 1962 book by the philosopher Jürgen Habermas. It was translated into English in 1989 by Thomas Burger and Frederick Lawrence. An important contribution to modern understanding of democracy, it is notable for ""transforming media studies into a hard-headed discipline."" (Source: [Wikipedia](https://en.wikipedia.org/wiki/The_Structural_Transformation_of_the_Public_Sphere))",,128,192,4023
/books/OL24631173M,/works/OL15707765W,6720445,ol-cover-6720445.jpg,Œuvres de m. de Bonald,Essai analytique sur les lois naturelles de l'ordre social,FR,,1858,A. Le Clere et cie,,,,291,500,17612
/books/OL24633809M,/works/OL15710319W,6726061,ol-cover-6726061.jpg,Essai de définition de la science sociale,,FR,,1885,G. Chamerot,,,,302,500,16763
/books/OL24634430M,/works/OL15710910W,6727254,ol-cover-6727254.jpg,Pour causer de tout,petit dictionnaire des idées et des opinions,FR,,1909,B. Grasset,,,,283,500,17769
/books/OL24634772M,/works/OL15711234W,6727911,ol-cover-6727911.jpg,L'Oeuvre de Frédéric Le Play,"suivi de pensées choisies de nos maîtres : Joseph de Maistre, Bonald, Auguste Comte, Balzac, Taine, Renan",FR,,1912,Nouvelle librairie nationale,,,,281,500,17756
/books/OL24637078M,/works/OL15716514W,6733169,ol-cover-6733169.jpg,Anarchie morale et crise sociale,,FR,,1903,Beauchesne,,,,296,500,11728
/books/OL31882977M,/works/OL15719630W,13274634,ol-cover-13274634.jpg,Divergence,,FR,9782896674275,2011,AdA éditions,,"‘Divergent’ is the first in a trilogy of dystopian, YA novels by Veronica Roth. The book is written from Beatrice Prior’s (Tris), point of view and is written in short chapters making it easy to put down and pick up again. The story is fast paced with full on action throughout. It contains elements of humour and romance, alongside some seriously brutal scenes, especially during Tris’s initiation. There is also quite a few though provoking moments. This was one of the first YA novels that I read and I found myself hooked right through to the very last word. The scenes are described in detail giving you a clear picture and making it easy to visualise the on goings in your head. Tris can be a little moody at times and doubts herself too much, but this only adds to her good nature, fun, determined and strong personality which we see blossom throughout The ending wasn’t what I expected, thus my need to get the second book, ‘Insurgent’, straight away. I Needed to know what happened next. I surprisingly found myself enjoying Divergent much more than I first thought I would, and thus my love of YA novels began. Divergent was made into a movie back in 2014. If you have seen the film but not read the book then you are missing out on vital aspects of the plot and characters, that didn’t appear in the film. I enjoyed the film, just not as much as the book.",,316,500,61457
/books/OL24785176M,/works/OL15720628W,6839317,ol-cover-6839317.jpg,Des sciences physiques aux sciences morales,introduction à l'étude de la morale et de l'économie politique rationnelles,FR,,1922,Alcan,,,,297,500,25641
/books/OL24641289M,/works/OL15721267W,6841672,ol-cover-6841672.jpg,Le Play d'après sa correspondance,,FR,,1884,Firmin-Didot,,,,290,500,14169
/books/OL24786039M,/works/OL15721493W,6840188,ol-cover-6840188.jpg,Deux conférences sur la constitution de la sociologie et l'organisation du suffrage universel par M. H. Denis ...,,FR,,1891,Impr. des travaux publics,,,,312,500,14913
/books/OL24641765M,/works/OL15721779W,6741428,ol-cover-6741428.jpg,Les Sciences sociales en Allemagne,Les méthodes actuelles,FR,,1896,F. Alcan,,,,301,500,18880
/books/OL2059836M,/works/OL15729444W,140429,ol-cover-140429.jpg,The cuisine of sacrifice among the Greeks,,FR,9780226143514,1989,University of Chicago Press,,,,310,500,27405
/books/OL24649705M,/works/OL15738935W,6839138,ol-cover-6839138.jpg,"Essai théorique de droit naturel, basé sur les faits",,FR,,1875,Casterman,,,,289,500,14635
/books/OL24656758M,/works/OL15745609W,6771299,ol-cover-6771299.jpg,L'Idée de l'état dans Saint Thomas d'Aquin,,FR,,1910,Alcan,,,,304,500,13876
/books/OL8865888M,/works/OL158104W,208743,ol-cover-208743.jpg,Hell's Angels,,FR,9782221090732,2000,Robert Laffont,,This is an in depth examination of the notorious motorcycle club and its members. Thompson was allowed extraordinary access to the lives of various members of the Californian Chapter of the Hell's Angels for almost a year during which time he conducted countless interviews and observed their customs and behaviour from a unique vantage point.,,308,475,39388
/books/OL25913249M,/works/OL15842581W,6805877,ol-cover-6805877.jpg,Principes du journalisme,"Ce que les journalistes doivent savoir, ce que le public doit exiger",FR,9782070462575,2014,Gallimard,,"In July 1997, twenty-five of America's most influential journalists sat down to try and discover what had happened to their profession in the years between Watergate and Whitewater. What they knew was that the public no longer trusted the press as it once had. They were keenly aware of the pressures that advertisers and new technologies were putting on newsrooms around the country. But, more than anything, they were aware that readers, listeners, and viewers, the people who use the news, were turning away from it in droves. There were many reasons for the public's growing lack of trust. On television, there were the ads that looked like news shows and programs that presented gossip and press releases as if they were news. There were the ""docudramas,"" television movies that were an uneasy blend of fact and fiction and which purported to show viewers how events had ""really"" happened. At newspapers and magazines, celebrity was replacing news, newsroom budgets were being slashed, and editors were pushing journalists for more ""edge"" and ""attitude"" in place of reporting. And, on the radio, powerful talk personalities led their listeners from sensation to sensation, from fact to fantasy, while deriding traditional journalism. Fact was blending with fiction, news with entertainment, journalism with rumor. Calling themselves the Committee of Concerned Journalists, the twenty-five determined to find how the news had found itself in this state. Drawn from the committee's years of intensive research, dozens of surveys of readers, listeners, viewers, editors, and journalists, and more than one hundred intensive interviews with journalists and editors, this work is the first book ever to spell out, both for those who create and those who consume the news, the principles and responsibilities of journalism. Written by two of the nation's preeminent press critics, this is one of the most provocative books about the role of information in society in more than a generation and one of the most important ever written about news. By offering in turn each of the principles that should govern reporting, the authors show how some of the most common conceptions about the press, such as neutrality, fairness, and balance, are actually modern misconceptions. They also spell out how the news should be gathered, written, and reported even as they demonstrate why the First Amendment is on the brink of becoming a commercial right rather than something any American citizen can enjoy. This book ignites a national dialogue on issues vital to us all and it is the starting point for discussions by journalists and members of the public about the nature of journalism and the access to information.",,341,500,22631
/books/OL2187025M,/works/OL1586023W,4083404,ol-cover-4083404.jpg,From Georges Sorel.,,FR,9780887383045,1990,Transaction Publishers,,,,128,201,6630
/books/OL5376974M,/works/OL1586028W,6269054,ol-cover-6269054.jpg,Réflexions sur la violence.,,FR,,1972,M. Rivière et Cie.,,,,299,500,10927
/books/OL24786631M,/works/OL15878112W,6840785,ol-cover-6840785.jpg,"Essai théorique de droit naturel, basé sur les faits",,FR,,1875,Casterman,,,,300,500,13667
/books/OL24786801M,/works/OL15878283W,6840955,ol-cover-6840955.jpg,Science sociale,,FR,,1857,"Librairie de Firmin Didot frères, fils",,,,283,500,14087
/books/OL24798717M,/works/OL15890878W,13795871,ol-cover-13795871.jpg,"Capitalisme, désir et servitude",Marx et Spinoza,FR,9782358720137,2010,La Fabrique,,,,325,500,27689
/books/OL24805247M,/works/OL15898184W,13535857,ol-cover-13535857.jpg,Vivre-survivre,récits de résistance,FR,9782912868817,2009,Téraèdre,,,,333,500,21338
/books/OL24806229M,/works/OL15899170W,6846727,ol-cover-6846727.jpg,Traité de législation,"ou, exposition des lois générales suivant lesquelles les peuples prospèrent, dépérissent, ou restent stationnaires",FR,,1835,Chamerot,,,,299,500,20224
/books/OL20052375M,/works/OL15899W,94249,ol-cover-94249.jpg,La Théorie du chaos,vers une nouvelle science,FR,9782226036353,1989,Michel,,"The author describes how scientists studying the growth of complexity in nature are discovering order and pattern in chaos. He explains concepts such as nonlinearity, the Butterfly Effect, universal constants, fractals, and strange attractors, and examines the work of scientists such as Mitchell J. Feigenbaum, Edward Lorenz, and Benoit Mandelbrot.",,314,475,36627
/books/OL4196206M,/works/OL1591474W,4374027,ol-cover-4374027.jpg,Bibliographie analytique de l'archéologie de l'Irán ancien,,FR,9789004060067,1979,Brill,,,,128,176,1839
/books/OL24841398M,/works/OL15935319W,14355202,ol-cover-14355202.jpg,Cogitamus,six lettres sur les humanités scientifiques,FR,9782707166883,2010,La Découverte,,,,326,500,16471
/books/OL24841402M,/works/OL15935322W,14013929,ol-cover-14013929.jpg,La science au coeur de nos vies,,FR,9782738125651,2010,Odile Jacob,,,,323,500,30334
/books/OL24843976M,/works/OL15937898W,13444968,ol-cover-13444968.jpg,Plaidoyer pour réconcilier les sciences et la culture,,FR,9782746505209,2010,Le Pommier,,,,327,500,33972
/books/OL24845689M,/works/OL15939616W,13846054,ol-cover-13846054.jpg,"Sous les sciences sociales, le genre","relectures critiques, de Max Weber à Bruno Latour",FR,9782707154507,2010,La Découverte,,,,317,500,31201
/books/OL24847962M,/works/OL15941892W,10051672,ol-cover-10051672.jpg,Marketing libraries in a Web 2.0 world,,FR,9783110263312,2011,De Gruyter Saur,,"Marketing the 21st century library and information organization to its new age customers using Web 2.0 tools is a ""hot topic"". These proceedings focus on the marketing applications and (non-technical) aspects of Web 2.0 in library and information set ups. The papers included (in English and French) are exploring and discussing the following aspects: General concepts of Web 2.0 and marketing of library and information organizations; How libraries are adopting Web 2.0 marketing strategies; Marketing libraries to clients in using Web 2.0 tools; International trends; Interesting cases of marketing through Web 2.0 tools.",,320,500,48700
