source_key,title,subtitle,language,isbn,publication_year,publisher,page_count,summary,work_key,cover_image_url,editorial_decision,editorial_reason,reconstruction_state,quality_score,quality_bucket,quality_strengths,quality_weaknesses,preservation_reason,cover_rescue_required,cover_rescue_priority,metadata_rescue_score
/books/OL10080441M,Writing And Grammar,Communication In Action Copper 6,EN,9780131166929,2003,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,728,8
/books/OL10080442M,Writing And Grammar,Communication In Action Bronze 7,EN,9780131166936,2003,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,729,8
/books/OL10080443M,Writing And Grammar,Communication In Action Silver 8,EN,9780131166943,2003,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,730,8
/books/OL10080532M,Both Sides of the Bars,Conversations with a Warden and a Convict,EN,9780131184909,2006,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,731,8
/books/OL10080792M,Chemistry Small-scale Lab Manual 5-pack,,EN,9780131255937,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,732,8
/books/OL10080936M,Thinking Through Design,,EN,9780131281172,2001,Prentice Hall College Div,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,733,8
/books/OL10080953M,Economics,Principles in Action,EN,9780131281776,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,734,8
/books/OL10081080M,The Research Paper Updated Mla 2003,,EN,9780131304468,2003,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,735,8
/books/OL10081275M,America,Pathways to the Present,EN,9780131335455,2006,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,736,8
/books/OL10081305M,"Calculus Graphical, Numerical,Algebraic",AP Prep,EN,9780131339651,2003,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,737,8
/books/OL10081339M,Physical Science Concepts in Action,With Earth And Space Science,EN,9780131342866,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,738,8
/books/OL10081528M,Society,The Basics,EN,9780131421332,2003,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,739,8
/books/OL10081740M,"Anywhere, Anytime Chemistry",A Lab Manual,EN,9780131472341,2005,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,740,8
/books/OL10081831M,AutoCAD 2005 Interior Design & AutoCAD 2005 180 Day Student Edition,,EN,9780131496583,2004,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,741,8
/books/OL10081877M,Gousha Colorado Road Atlas,And Visitor's Guide,EN,9780131512757,1993,Gousha,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,742,8
/books/OL10082381M,Prentice Hall Writing And Grammar - Grade 8,,EN,9780131650015,2003,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,743,8
/books/OL10082499M,Prentice Hall Mathematics,Course 2 with 6 year license online access,EN,9780131656031,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,744,8
/books/OL10082620M,Prentice Hall Chemistry,,EN,9780131663756,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,745,8
/books/OL10082725M,Mech Vibrtn&Intro Matlab (4th Edition),,EN,9780131673014,2004,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,746,8
/books/OL10082988M,Stats: Modeling the World,AP Edition,EN,9780131731318,2007,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,747,8
/books/OL10083053M,Simon and Schuster Handbook for Writers,,EN,9780131754539,2007,Not Avail,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,748,8
/books/OL10083108M,Solid Modeling with Inventor,,EN,9780131777224,2007,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,749,8
/books/OL10083174M,Drafters' Guide to Autocad,,EN,9780131786905,2005,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,750,8
/books/OL10083218M,Contemporary Writers,,EN,9780131799813,2000,Prentice Hall College Div,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,751,8
/books/OL10083428M,Chemical Building Blocks - Interactive Textbook (6 Year Online Access),,EN,9780131812673,2006,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,752,8
/books/OL10083484M,Brief Review in United States History and Government,2004,EN,9780131817203,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,753,8
/books/OL10083634M,"PH Reference Guide Updated MLA 2003 & Companion Website & Rogets Package, Fifth Edition",,EN,9780131847880,2003,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,754,8
/books/OL10083677M,"Here We Go, Pre-Primary Book",,EN,9780131860247,1994,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,755,8
/books/OL10083678M,"Here We Go, Level One, Pupil Edition",,EN,9780131860322,1994,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,756,8
/books/OL10083786M,One World,"American English Student Book, Level 4",EN,9780131881600,1995,Pearson ESL,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,757,8
/books/OL10083812M,A Handbook for Understanding Global Issues 2nd Ed. + World Religion Special Edition + Time Special Edition,,EN,9780131890435,2006,Not Avail,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,758,8
/books/OL10083851M,Prentice Hall Science Explorer,Astronomy,EN,9780131900127,2005,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,759,8
/books/OL10083853M,Prentice Hall Science Explorer,Chemical Interactions,EN,9780131900141,2005,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,760,8
/books/OL10083855M,Prentice Hall Science Explorer,Electricity And Magnetism,EN,9780131900165,2005,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,761,8
/books/OL10083891M,Science Explorer,Animals,EN,9780131902558,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,762,8
/books/OL10083894M,"Science Explorer, Environmental Science",with 6 year license,EN,9780131902596,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,763,8
/books/OL10083917M,"Science Explorer, Earth Science",with 6 year access,EN,9780131903029,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,764,8
/books/OL10083927M,"Science Explorer, Physical Science",with 6 year access,EN,9780131903265,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,765,8
/books/OL10083946M,Biology+Lab Manual+CD-ROM,Exploring Life,EN,9780131904286,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,766,8
/books/OL10083947M,Chemistry - Textbook With 6-year Online Access,,EN,9780131904323,2004,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,767,8
/books/OL10084037M,Virtual ChemLab,"General Chemistry Laboratories, Fundamental Experiments in Quantum Chemistry V.2.3 (2nd Edition)",EN,9780131917903,2004,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,768,8
/books/OL10084222M,Stats,Modeling the World,EN,9780131963221,2006,Prentice Hall College Div,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,769,8
/books/OL10084272M,Out of Many: a History of the American People,With Ap Test,EN,9780131986138,2006,Prentice Hall College Div,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,770,8
/books/OL10084354M,Fastmap,Dallas/Fort Worth,EN,9780132009652,1991,H.M. Gousha Co.,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,771,8
/books/OL10084409M,Earth Science,Student Edition And Guided Reading And Study Workbook,EN,9780132012393,2006,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,772,8
/books/OL10084414M,Life Science,Student Edition And Guided Reading And Study Workbook,EN,9780132012478,2006,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,773,8
/books/OL10084449M,With Yellow Shoes,,EN,9780132021692,1992,Prentice Hall Trade,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,774,8
/books/OL10084659M,Digital Electronics Circuit Analysis (Ellis Horwood Series in Electrical and Electronic Engineering),,EN,9780132112109,1999,Ellis Horwood Ltd,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,775,8
/books/OL10084707M,Instructor's manual with selected solutions for Discrete structures,An introduction to mathematics for computer science,EN,9780132152785,1985,Prentice-Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,776,8
/books/OL10084948M,COLL PHYSICS& STUDY GD& SELECT SOLS MNL PKG,,EN,9780132248297,2006,Benjamin Cummings,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,777,8
/books/OL10084983M,Prentice Hall Reference to Practical Grammar and Usage,,EN,9780132260930,1994,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,778,8
/books/OL10085028M,Foundations of Economics,Student Edition and Test Prep Bundle,EN,9780132275293,2007,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,779,8
/books/OL10085057M,Language Arts for Young Children,Pre-K Through 4,EN,9780132284462,2005,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,780,8
/books/OL10085114M,Art,A Brief History,EN,9780132306829,2006,Not Avail,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,781,8
/books/OL10085709M,World Geography,Building a Global Perspective,EN,9780132514729,2005,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,782,8
/books/OL10085710M,"World History, Survey Edition",Student Express Cd-rom With Interactive Textbook 6-yr Online Access,EN,9780132514750,2006,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,783,8
/books/OL10086125M,Meteorology,Atmosphere and Science of Weather,EN,9780132808194,1997,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,784,8
/books/OL10086126M,The Handbook of Wildlife Management,,EN,9780132808279,2005,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,785,8
/books/OL10086172M,"Test item file, third edition, environmental science",The way the world works,EN,9780132822527,1990,Prentice Hal,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,786,8
/books/OL10086494M,Art Since the Mid-Century,,EN,9780133050950,1991,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,787,8
/books/OL10086532M,Fastmap,New Orleans,EN,9780133068047,1991,H.M. Gousha Co.,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,788,8
/books/OL10086544M,Fastmap,Seattle (Fastmaps),EN,9780133069372,1989,H.M. Gousha Co.,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,789,8
/books/OL10086692M,Fibre Failure and Wear of Materials,An Atlas of Fracture Fatigue and Durability (Ellis Horwood Series in Polymer Science and Technology),EN,9780133132977,1989,Ellis Horwood Ltd,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,790,8
/books/OL10086808M,Florida Road Atlas and Visitor's Guide (Gousha State Atlases),,EN,9780133217537,1990,Gousha,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,791,8
/books/OL10086931M,Baedeker Map of France,,EN,9780133294750,1989,Prentice Hall Trade,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,792,8
/books/OL10086977M,Fundamentals of English (2nd Edition),,EN,9780133327502,1987,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,793,8
/books/OL10087000M,San Francisco with Kids (Frommer's Family Travel Guides),,EN,9780133333459,1992,Prentice-Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,794,8
/books/OL10087004M,Seattle and Portland (Frommer's City Guides),,EN,9780133334029,1992,"Hungry Minds Inc,U.S.",,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,795,8
/books/OL10087005M,"Frommer's Guide to Arizona, 1992",,EN,9780133334104,1992,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,796,8
/books/OL10087037M,Virginia (Frommer's Comprehensive Travel Guides),,EN,9780133346329,1992,"Hungry Minds Inc,U.S.",,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,797,8
/books/OL10087040M,Frmr NW Zeal 92,,EN,9780133348309,1992,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,798,8
/books/OL10087076M,Mexico City and Acapulco (Frommer's City Guides),,EN,9780133370980,1991,"Hungry Minds Inc,U.S.",,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,799,8
/books/OL10087303M,Baedeker Map of Germany,,EN,9780133549942,1989,MacMillan Publishing Company,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,800,8
/books/OL10087339M,Gousha Charlotte Street Atlas,,EN,9780133581850,1994,Gousha,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,801,8
/books/OL10087425M,Gousha Kansas City Street Atlas,,EN,9780133621877,1992,Ozark Map Co.,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,802,8
/books/OL10087430M,Prentice Hall Algebra 1,"With Text Purchase, Add All-in-one Student Workbook",EN,9780133623673,2007,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,803,8
/books/OL10087585M,American Government Action,,EN,9780133725582,1996,Prentice Hall College Div,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,804,8
/books/OL10087593M,Digital Fundamentals/Keys to Success,,EN,9780133733747,1995,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,805,8
/books/OL10087695M,Handbook of Renal-Independent Cardiac Glycosides,Pharmacology and Clinical Pharmacology (Ellis Horwood Books in the Biomedical Sciences),EN,9780133819977,1989,Ellis Horwood Ltd,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,806,8
/books/OL10088434M,Biology Study of Life,,EN,9780134350851,1999,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,807,8
/books/OL10088546M,Literature,Timeless Voices Timeless Themes,EN,9780134364179,2000,Pearson Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,808,8
/books/OL10088753M,Human Geography,,EN,9780134452487,1989,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,809,8
/books/OL10088851M,Ideas and Investigations in Science,Biology,EN,9780134498843,1976,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,810,8
/books/OL10089118M,Insight South East Asia (Insight Guide),,EN,9780134654935,1992,"Hungry Minds Inc,U.S.",,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,811,8
/books/OL10089121M,Egypt (Insight Guide Egypt),,EN,9780134656755,1990,"Hungry Minds Inc,U.S.",,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,812,8
/books/OL10089142M,Nepal-Insight Guide (Insight Guide Nepal),,EN,9780134664347,1989,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,813,8
/books/OL10089167M,Insight Guide Eastern Europe,,EN,9780134669472,1991,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,814,8
/books/OL10089169M,Insight Los Angeles (Insight Guide Los Angeles),,EN,9780134669885,1992,"Hungry Minds Inc,U.S.",,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,815,8
/books/OL10089207M,Instant Byline (Ibm Version 1.1),20 Ready-To-Run Templates,EN,9780134680262,1988,Brady Publishing,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,816,8
/books/OL10089296M,Insight Tokyo (Insight City Guide Tokyo),,EN,9780134719139,1992,"Hungry Minds Inc,U.S.",,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,817,8
/books/OL10089425M,Introduction to the Design and Analysis of Algorithms,,EN,9780134807737,2002,Prentice Hall Trade,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,818,8
/books/OL10089636M,Progress in High Energy Physics,"Proceedings of the Second International Conference and Spring School on Medium and High Energy Nuclear Physics, Par",EN,9780135006610,1991,Appleton & Lange,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,819,8
/books/OL10089669M,Ultimate Beer,,EN,9780135017623,2007,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,820,8
/books/OL10089762M,Baedeker Map of Italy (Baedeker's Maps),,EN,9780135067000,1989,Baedekers Guides,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,821,8
/books/OL10089899M,"International Relations, Brief Edition (4th Edition)",,EN,9780135134146,2007,Longman,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,822,8
/books/OL10089943M,Fastmap,Kansas City,EN,9780135145142,1991,H.M. Gousha Co.,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,823,8
/books/OL10090056M,A First Course in Applied Mathematics,,EN,9780135199763,2004,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,824,8
/books/OL10090352M,Fastmap,Los Angeles Freeways,EN,9780135398913,1991,H.M. Gousha Co.,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,825,8
/books/OL10090362M,Looking at English,"Esl Text-Workbook for Beginners, Book III (Looking at English)",EN,9780135404355,1982,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,826,8
/books/OL10090501M,Malaysia,Insight Guide (Insight Guide Malaysia),EN,9780135480403,1983,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,827,8
/books/OL10090758M,AutoCAD Release 13 Update Manual,,EN,9780135687673,2005,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,828,8
/books/OL10090958M,Mixtures in Chemistry,,EN,9780135860083,1972,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,829,8
/books/OL10090984M,Mobil Travel Guide,Chicago 1989,EN,9780135867853,1989,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,830,8
/books/OL10091018M,"Modelling, Applications, and Applied Problem Solving",Teaching Mathematics in a Real Context (Mathematics and Its Applications),EN,9780135880883,1989,Ellis Horwood Ltd,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,831,8
/books/OL10091111M,Algebra and Trigonometry,,EN,9780135983195,1999,Prentice Hall College Div,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,832,8
/books/OL10091399M,Map-Netherlands,,EN,9780136114192,1989,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,833,8
/books/OL10091484M,Design of Experiments,,EN,9780136143659,2008,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,834,8
/books/OL10091538M,Gousha New York Road Atlas,,EN,9780136161943,1993,Gousha,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,835,8
/books/OL10091597M,"United States, Canada, Mexico Road Atlas, 1990",,EN,9780136223900,1990,Simon & Schuster (Paper),,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,836,8
/books/OL10091721M,Simulations for Transistors Using EWB,,EN,9780136324560,2000,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,837,8
/books/OL10091722M,Simulations for Transistors Using PSpice,,EN,9780136324720,2000,Prentice Hall,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,838,8
/books/OL10091786M,Goldstein Statistics 1-2-3,,EN,9780136360698,1990,Longman Higher Education,,,,,,,UNCOVERED,5,PROMISING,ISBN | YEAR | PUBLISHER,NO_SUMMARY,EDITORIAL_CORE,YES,839,8
